id,wd_id,wp_id,slug,name,occupation,prob_ratio,gender,twitter,alive,l,hpi_raw,bplace_name,bplace_lat,bplace_lon,bplace_geonameid,bplace_country,birthdate,birthyear,dplace_name,dplace_lat,dplace_lon,dplace_geonameid,dplace_country,deathdate,deathyear,bplace_geacron_name,dplace_geacron_name,is_group,l_,age,non_en_page_views,coefficient_of_variation,hpi
26940,Q8877,26940,Steven_Spielberg,Steven Spielberg,FILM DIRECTOR,0,M,,TRUE,143,31.27385649,Cincinnati,39.1,-84.5125,18522615,United States,1946-12-18,1946,,,,,,,,cincinnati,,FALSE,14.27219109,79,1696466,3.816779075,87.650308
20979,Q30487,20979,Mikhail_Gorbachev,Mikhail Gorbachev,POLITICIAN,0,M,mgorbachev,FALSE,156,31.26789286,"Privolnoye, Stavropol Krai",45.91944444,41.30555556,38278622,Russia,1931-03-02,1931,Moscow Central Clinical Hospital,55.74638889,37.38916667,11101932,Russia,2022-08-30,2022,privolnoye-stavropol-krai,moscow-central-clinical-hospital,FALSE,12.41859793,91,1986974,5.205039982,87.633594
19444,Q5682,19444,Miguel_de_Cervantes,Miguel de Cervantes,WRITER,0,M,,FALSE,180,31.25618576,Alcalá de Henares,40.46666667,-3.36666667,89852,Spain,1547-09-29,1547,Madrid,40.41694444,-3.70333333,41188263,Spain,1616-04-22,1616,alcala-de-henares,madrid,FALSE,10.11697191,69,868533,6.574187589,87.600783
17902,Q7604,17902,Leonhard_Euler,Leonhard Euler,MATHEMATICIAN,0,M,,FALSE,161,31.25526527,Basel,47.55472222,7.59055556,4911,Switzerland,1707-04-15,1707,Saint Petersburg,59.9375,30.30861111,24320051,Russia,1783-09-18,1783,basel,saint-petersburg,FALSE,15.02607447,76,533790,5.319166945,87.598203
154099,Q10665,154099,Kim_Jong-il,Kim Jong-il,POLITICIAN,0,M,,FALSE,117,31.25331667,"Vyatskoye, Khabarovsk Krai",48.73333333,135.7166667,3544236,Russia,1941-02-16,1941,Pyongyang,39.01666667,125.7475,47948,North Korea,2011-12-17,2011,vyatskoye-khabarovsk-krai,pyongyang,FALSE,18.89335414,70,922018,2.942119939,87.592741
8239846,Q409,8239846,Bob_Marley,Bob Marley,MUSICIAN,0,M,bobmarley,FALSE,132,31.25019738,"Nine Mile, Jamaica",18.2978,-77.2781,20265197,Jamaica,1945-02-06,1945,Miami,25.78,-80.21,53846,United States,1981-05-11,1981,nine-mile-jamaica,miami,FALSE,13.51928009,36,1934261,3.895570177,87.583999
7018,Q42207,7018,Caravaggio,Caravaggio,PAINTER,0,M,,FALSE,98,31.24513319,Milan,45.46694444,9.19,36511,Italy,1571-09-29,1571,Porto Ercole,42.39388889,11.20361111,7474878,Italy,1610-07-18,1610,milan,porto-ercole,FALSE,13.30782651,39,921862,3.486615406,87.569806
9288,Q303,9288,Elvis_Presley,Elvis Presley,SINGER,0,M,elvispresley,FALSE,184,31.24415976,"Tupelo, Mississippi",34.25972222,-88.72583333,122352,United States,1935-01-08,1935,"Memphis, Tennessee",35.1175,-89.97111111,48607,United States,1977-08-16,1977,tupelo-mississippi,memphis-tennessee,FALSE,9.084643842,42,3432481,6.643262466,87.567078
29010,Q48438,29010,Saint_George,Saint George,RELIGIOUS FIGURE,0,M,,FALSE,88,31.24409221,Cappadocia (Roman province),38.6706,34.8392,21460874,Türkiye,,280,Lod,31.95194444,34.88805556,323322,Israel,0303-04-23,303,cappadocia-roman-province,lod,FALSE,13.72931176,23,1008615,3.513555199,87.566888
54161,Q43720,54161,Pope_Pius_IX,Pope Pius IX,RELIGIOUS FIGURE,0,M,,FALSE,95,31.23943606,Senigallia,43.71666667,13.21666667,1986020,Italy,1792-05-13,1792,Apostolic Palace,41.90361111,12.45638889,313895,Vatican City,1878-02-07,1878,senigallia,apostolic-palace,FALSE,12.77723988,86,1598908,3.25623999,87.553839
700,Q38193,700,Arthur_Schopenhauer,Arthur Schopenhauer,PHILOSOPHER,0,M,,FALSE,106,31.23660373,Gdańsk,54.3475,18.64527778,12099,Poland,1788-02-22,1788,Free City of Frankfurt,50.11027778,8.68222222,7501745,Germany,1860-09-21,1860,gdansk,free-city-of-frankfurt,FALSE,15.35940319,72,910988,3.388498262,87.545901
70716,Q32500,70716,"Charles_V,_Holy_Roman_Emperor","Charles V, Holy Roman Emperor",POLITICIAN,0,M,,FALSE,100,31.22200426,Prinsenhof (Ghent),51.0592,3.71574,31725540,Belgium,1500-02-24,1500,Monastery of Yuste,40.11416667,-5.73888889,315603,Spain,1558-09-21,1558,prinsenhof-ghent,monastery-of-yuste,FALSE,10.57511926,58,1433890,3.912348572,87.504983
54956,Q15975,54956,Montesquieu,Montesquieu,PHILOSOPHER,0,M,,FALSE,104,31.20548281,Château de la Brède,44.67916667,-0.54436111,9565929,France,1689-01-18,1689,Paris,48.85666667,2.35222222,22989,France,1755-02-10,1755,chateau-de-la-brede,paris,FALSE,17.78795801,66,495668,3.158706944,87.458679
841,Q36724,841,Attila,Attila,POLITICIAN,0,M,,FALSE,105,31.20010613,Caucasus,42.26111111,44.12111111,39282,Georgia,0406-09-02,406,Pannonia,44.9,19.02,47277,Serbia,,453,caucasus,pannonia,FALSE,12.64527215,47,957450,4.209324983,87.44361
48449,Q131706,48449,Maria_Theresa,Maria Theresa,POLITICIAN,0,F,,FALSE,91,31.19965998,Vienna,48.20833333,16.3725,55866,Austria,1717-05-13,1717,Vienna,48.20833333,16.3725,55866,Austria,1780-11-29,1780,vienna,vienna,FALSE,14.37604057,63,1041758,3.136157971,87.442359
45109,Q47365,45109,Marie_Antoinette,Marie Antoinette,NOBLEMAN,0,F,,FALSE,101,31.19614966,Hofburg,48.20638889,16.36527778,1651794,Austria,1755-11-02,1755,Place de la Concorde,48.8656331,2.3212357,80899,France,1793-10-16,1793,hofburg,place-de-la-concorde,FALSE,10.04707676,38,2781379,4.597533764,87.432521
10868,Q5432,10868,Francisco_Goya,Francisco Goya,PAINTER,0,M,,FALSE,158,31.1917836,,,,,Spain,1746-03-30,1746,Bordeaux,44.84,-0.58,4097,France,1828-04-16,1828,,bordeaux,FALSE,13.86146485,82,612402,4.849311268,87.420285
22492,Q83100,22492,Osman_I,Osman I,POLITICIAN,0,M,,FALSE,97,31.18930649,Söğüt,40.01861111,30.18138889,216594,Türkiye,,1254,Bursa,40.18333333,29.05,3450,Türkiye,1327-08-09,1327,sogut,bursa,FALSE,11.24428917,73,1194853,3.583220845,87.413342
20155,Q1430,20155,Marcus_Aurelius,Marcus Aurelius,POLITICIAN,0,M,,FALSE,112,31.18707973,Rome,41.89333333,12.48277778,25458,Italy,0121-04-26,121,Vindobona,48.21083333,16.37027778,4218161,Austria,0180-03-17,180,rome,vindobona,FALSE,9.034361979,59,1993592,5.156867689,87.407101
23860776,Q44197,23860776,Maximilien_Robespierre,Maximilien Robespierre,POLITICIAN,0,M,,FALSE,97,31.17224332,Arras,50.292,2.78,105054,France,1758-05-06,1758,Place de la Concorde,48.8656331,2.3212357,80899,France,1794-07-28,1794,arras,place-de-la-concorde,FALSE,15.77550386,36,801082,3.059225846,87.36552
38172,Q7314,38172,Igor_Stravinsky,Igor Stravinsky,COMPOSER,0,M,,FALSE,133,31.16376895,"Lomonosov, Russia",59.91666667,29.76666667,558931,Russia,1882-06-18,1882,New York City,40.71277778,-74.00611111,645042,United States,1971-04-06,1971,lomonosov-russia,new-york-city,FALSE,20.99095715,89,410066,3.350541064,87.341769
65174,Q7304,65174,Gustav_Mahler,Gustav Mahler,COMPOSER,0,M,,FALSE,122,31.16241004,Kaliště (Pelhřimov District),49.59277778,15.30416667,664289,Czechia,1860-07-07,1860,Vienna,48.20833333,16.3725,55866,Austria,1911-05-18,1911,kaliste-pelhrimov-district,vienna,FALSE,19.16230461,51,496086,3.155628952,87.33796
16340,Q9364,16340,Jean-Paul_Sartre,Jean-Paul Sartre,WRITER,0,M,,FALSE,147,31.15187366,Paris,48.85666667,2.35222222,22989,France,1905-06-21,1905,14th arrondissement of Paris,48.83305556,2.32694444,87176,France,1980-04-15,1980,paris,14th-arrondissement-of-paris,FALSE,15.33515976,75,897253,4.262374499,87.30843
43311,Q41264,43311,Johannes_Vermeer,Johannes Vermeer,PAINTER,0,M,,FALSE,107,31.14305533,Delft,52.01166667,4.35916667,8308,Netherlands,1632-10-31,1632,Delft,52.01166667,4.35916667,8308,Netherlands,1675-12-15,1675,delft,delft,FALSE,15.59913672,43,542947,3.356817084,87.283715
90050,Q40930,90050,Nefertiti,Nefertiti,COMPANION,0,F,,FALSE,99,31.14089905,"Thebes, Egypt",25.72055556,32.61027778,65811,Egypt,1400-01-01 BC,-1400,Amarna,27.64527778,30.89638889,79845,Egypt,,-1330,thebes-egypt,amarna,FALSE,14.77988291,70,641843,3.635933128,87.277672
30273,Q37767,30273,T._S._Eliot,T. S. Eliot,WRITER,0,M,,FALSE,112,31.13123905,St. Louis,38.62722222,-90.19777778,27687,United States,1888-09-26,1888,London,51.50722222,-0.1275,17867,United Kingdom,1965-01-04,1965,st-louis,london,FALSE,27.86602467,77,225790,2.309316883,87.250598
73515,Q5669,73515,Sandro_Botticelli,Sandro Botticelli,PAINTER,0,M,,FALSE,101,31.12815307,Florence,43.77138889,11.25416667,11525,Italy,1445-03-01,1445,Florence,43.77138889,11.25416667,11525,Italy,1510-05-17,1510,florence,florence,FALSE,16.08977585,65,448160,3.171655709,87.241949
159784,Q309333,159784,Musa_I_of_Mali,Musa I of Mali,POLITICIAN,0,M,,FALSE,70,31.12752226,Mali,17,-4,19127,Mali,1280-01-01,1280,,,,,,,1337,mali,,FALSE,19.41541694,57,396575,1.964260223,87.240181
19455,Q9387,19455,Max_Weber,Max Weber,SOCIOLOGIST,0,M,,FALSE,136,31.11347324,Erfurt,50.97805556,11.02888889,9481,Germany,1864-04-21,1864,Munich,48.1375,11.575,19058,Germany,1920-06-14,1920,erfurt,munich,FALSE,17.1624479,56,578983,3.787744921,87.200806
34226,Q7327,34226,Yuri_Gagarin,Yuri Gagarin,ASTRONAUT,0,M,,FALSE,171,31.1104366,Klushino,55.67083333,35.05333333,3109161,Russia,1934-03-09,1934,Moscow,55.75583333,37.61722222,19004,Russia,1968-03-27,1968,klushino,moscow,FALSE,12.52502529,34,1478164,5.411663359,87.192296
70843,Q118725,70843,Hafez_al-Assad,Hafez al-Assad,POLITICIAN,0,M,,FALSE,85,31.1104141,Latakia,35.51666667,35.78333333,195594,Syria,1930-10-06,1930,Damascus,33.51305556,36.29194444,8914,Syria,2000-06-10,2000,latakia,damascus,FALSE,13.24028326,70,2886957,3.010353963,87.192233
21632,Q1413,21632,Nero,Nero,POLITICIAN,0,M,,FALSE,111,31.10890101,,,,,Italy,1937-12-15,37,Rome,41.89333333,12.48277778,25458,Italy,1968-06-09,68,,rome,FALSE,10.56082338,31,1282294,4.813936981,87.187992
9779,Q41406,9779,Edvard_Munch,Edvard Munch,PAINTER,0,M,,FALSE,102,31.10162522,Ådalsbruk,60.79653,11.30883,4239239,Norway,1863-12-12,1863,Oslo,59.91333333,10.73888889,22309,Norway,1944-01-23,1944,adalsbruk,oslo,FALSE,20.07929847,81,532518,2.726438283,87.1676
61325,Q35149,61325,Wilhelm_Röntgen,Wilhelm Röntgen,PHYSICIST,0,M,,FALSE,139,31.09390663,Remscheid,51.18333333,7.2,180693,Germany,1845-03-27,1845,Munich,48.1375,11.575,19058,Germany,1923-02-10,1923,remscheid,munich,FALSE,22.04635473,78,293230,3.654557025,87.145968
6860726,Q43963,6860726,Jack_the_Ripper,Jack the Ripper,EXTREMIST,2.534228262,M,,FALSE,81,31.09061144,,,,,,,1850,London,51.50722222,-0.1275,17867,United Kingdom,,,,london,FALSE,16.15765087,175,1582985,2.53090498,87.136732
21486576,Q539,21486576,Giuseppe_Garibaldi,Giuseppe Garibaldi,POLITICIAN,0,M,,FALSE,110,31.07275465,Nice,43.7034,7.2663,47088,France,1807-07-04,1807,Caprera,41.207222,9.461111,40604,Italy,1882-06-02,1882,nice,caprera,FALSE,12.63654806,75,1250926,3.761731625,87.086686
23979,Q34943,23979,Ptolemy,Ptolemy,ASTRONOMER,0,M,,FALSE,118,31.0665774,Ptolemais Hermiou,26.48333333,31.8,11531383,Egypt,,100,Alexandria,31.1975,29.8925,3080,Egypt,,170,ptolemais-hermiou,alexandria,FALSE,15.38591987,70,443806,4.169234269,87.069373
11551,Q130834,11551,"Francis_II,_Holy_Roman_Emperor","Francis II, Holy Roman Emperor",POLITICIAN,0,M,,FALSE,78,31.05890446,Florence,43.77138889,11.25416667,11525,Italy,1768-02-12,1768,Vienna,48.20833333,16.3725,55866,Austria,1835-03-02,1835,florence,vienna,FALSE,18.20847709,67,637946,2.286698112,87.047868
46858,Q160337,46858,Henry_VI_of_England,Henry VI of England,POLITICIAN,0,M,,FALSE,70,31.05203818,Windsor Castle,51.48333333,-0.60416667,4689517,United Kingdom,1421-12-06,1421,Tower of London,51.50805556,-0.07611111,31165,United Kingdom,1471-05-21,1471,windsor-castle,tower-of-london,FALSE,18.6431573,50,427387,2.104858011,87.028624
42068,Q15869,42068,Freddie_Mercury,Freddie Mercury,MUSICIAN,0,M,,FALSE,147,31.0424109,Stone Town,-6.1624,39.1913,611866,Tanzania,1946-09-05,1946,Kensington,51.5,-0.19,54732,United Kingdom,1991-11-24,1991,stone-town,kensington,FALSE,10.32107925,45,3481800,5.456356554,87.001642
77423,Q297,77423,Diego_Velázquez,Diego Velázquez,PAINTER,0,M,,FALSE,152,31.03193547,Seville,37.39,-5.99,37770,Spain,1599-06-06,1599,Madrid,40.41694444,-3.70333333,41188263,Spain,1660-08-06,1660,seville,madrid,FALSE,14.17439647,61,382027,4.66133317,86.972283
54247,Q7738,54247,Louis_XV_of_France,Louis XV of France,POLITICIAN,0,M,,FALSE,93,31.01552493,Palace of Versailles,48.80480556,2.12033333,53316,France,1710-02-15,1710,Palace of Versailles,48.80480556,2.12033333,53316,France,1774-05-10,1774,palace-of-versailles,palace-of-versailles,FALSE,12.5047746,64,1241031,3.607273384,86.92629
60633,Q9106,60633,Dmitri_Mendeleev,Dmitri Mendeleev,CHEMIST,0,M,,FALSE,154,31.01295591,Tobolsk Governorate,58.1953,68.2581,30165744,Russia,1834-02-08,1834,Saint Petersburg,59.9375,30.30861111,24320051,Russia,1907-02-02,1907,tobolsk-governorate,saint-petersburg,FALSE,14.60761629,73,631019,4.796282171,86.91909
31566384,Q25328,31566384,Antoni_Gaudí,Antoni Gaudí,ARCHITECT,0,M,,FALSE,116,31.01239607,Reus,41.156,1.108,74590,Spain,1852-06-25,1852,Barcelona,41.38277778,2.17694444,4443,Spain,1926-06-10,1926,reus,barcelona,FALSE,14.62738835,74,894099,3.601900345,86.91752
43271,Q130822,43271,William_IV_of_the_United_Kingdom,William IV of the United Kingdom,POLITICIAN,0,M,,FALSE,87,31.0093695,Buckingham Palace,51.50083333,-0.14194444,3969,United Kingdom,1765-08-21,1765,Windsor Castle,51.48333333,-0.60416667,4689517,United Kingdom,1837-06-20,1837,buckingham-palace,windsor-castle,FALSE,18.56324191,72,505880,2.484452169,86.909038
46390,Q160341,46390,Edward_IV_of_England,Edward IV of England,POLITICIAN,0,M,,FALSE,74,31.00890849,Rouen,49.44277778,1.08861111,49114,France,1442-04-28,1442,Westminster,51.49472222,-0.13527778,37432,United Kingdom,1483-04-09,1483,rouen,westminster,FALSE,19.20849884,41,370184,2.258215627,86.907746
800012,Q8423,800012,Cyrus_the_Great,Cyrus the Great,POLITICIAN,0,M,,FALSE,131,31.00849794,Anshan (Persia),30.01166667,52.40777778,1620140,Iran,,-600,Pasargadae,30.2,53.17944444,683252,Iran,,-530,anshan-persia,pasargadae,FALSE,10.05864257,70,1103395,5.78666218,86.906595
44356,Q8479,44356,Peter_the_Great,Peter the Great,POLITICIAN,0,M,,FALSE,151,31.00296966,Moscow,55.75583333,37.61722222,19004,Russia,1672-06-09,1672,Saint Petersburg,59.9375,30.30861111,24320051,Russia,1725-02-08,1725,moscow,saint-petersburg,FALSE,8.410203908,53,1584919,6.039296319,86.891101
37486661,Q160554,37486661,Muhammad_Ali_Jinnah,Muhammad Ali Jinnah,POLITICIAN,0,M,,FALSE,99,30.9999794,Karachi,24.86,67.01,17123,Pakistan,1876-12-25,1876,Karachi,24.86,67.01,17123,Pakistan,1948-09-11,1948,karachi,karachi,FALSE,25.72869802,72,260923,2.153381152,86.882721
37802,Q7198,37802,Ovid,Ovid,WRITER,0,M,,FALSE,134,30.9960179,Sulmona,42.03333333,13.93333333,2073056,Italy,0043-03-20 BC,-43,Constanța,44.16666667,28.63333333,265716,Romania,,17,sulmona,constanta,FALSE,15.30711501,60,335145,4.312457393,86.871618
8211,Q41980,8211,Democritus,Democritus,PHILOSOPHER,0,M,,FALSE,102,30.98941949,"Abdera, Thrace",40.93333333,24.96666667,2685,Greece,0460-01-01 BC,-460,Greece,39,22,12108,Greece,0360-01-01 BC,-360,abdera-thrace,greece,FALSE,17.1223425,100,346775,3.256386328,86.853125
17900,Q4724,17900,Le_Corbusier,Le Corbusier,ARCHITECT,0,M,,FALSE,169,30.98808671,La Chaux-de-Fonds,47.10133333,6.825,1647196,Switzerland,1887-10-06,1887,Roquebrune-Cap-Martin,43.7628,7.4631,1205966,France,1965-08-27,1965,la-chaux-de-fonds,roquebrune-cap-martin,FALSE,15.24794409,78,549192,4.44182662,86.849389
42120,Q41178,42120,Haile_Selassie,Haile Selassie,POLITICIAN,0,M,,FALSE,102,30.98654016,Ejersa Goro,9.48333333,42.23333333,499333,Ethiopia,1892-07-23,1892,"National Palace, Addis Ababa",9.0165,38.76047222,33907643,Ethiopia,1975-08-27,1975,ejersa-goro,national-palace-addis-ababa,FALSE,19.25883826,83,567897,2.603045745,86.845055
14358,Q36359,14358,Hammurabi,Hammurabi,POLITICIAN,0,M,,FALSE,109,30.98611414,,,,,Iraq,,-1810,,,,,Iraq,,-1750,,,FALSE,18.19083022,60,301626,3.662888896,86.843861
157272,Q38337,157272,Alexandre_Dumas,Alexandre Dumas,WRITER,0,M,,FALSE,115,30.98232227,Villers-Cotterêts,49.26,3.0906,314764,France,1802-07-24,1802,Dieppe,49.925,1.075,191055,France,1870-12-05,1870,villers-cotterets,dieppe,FALSE,11.75020799,68,1253927,3.965074338,86.833234
171625,Q43999,171625,"James,_son_of_Zebedee","James, son of Zebedee",RELIGIOUS FIGURE,0,M,,FALSE,88,30.98111265,Bethsaida,32.91,35.63055556,1213367,,,1,Jerusalem,31.78333333,35.21666667,16043,Israel,1944-01-01,44,bethsaida,jerusalem,FALSE,16.64654095,43,469801,3.129654121,86.829843
909036,Q317521,909036,Elon_Musk,Elon Musk,INVENTOR,2.493283909,M,elonmusk,TRUE,153,30.97565161,Pretoria,-25.74611111,28.18805556,25002,South Africa,1971-06-28,1971,,,,,,,,pretoria,,FALSE,18.62700034,54,17144804,3.384133906,86.814538
75150,Q2054,75150,Seneca_the_Younger,Seneca the Younger,PHILOSOPHER,0,M,,FALSE,97,30.97351453,"Córdoba, Spain",37.88450722,-4.7795675,53669,Spain,,-4,Rome,41.89333333,12.48277778,25458,Italy,,65,cordoba-spain,rome,FALSE,13.17539853,69,686850,3.509148657,86.808548
983,Q34670,983,Albert_Camus,Albert Camus,WRITER,0,M,,FALSE,139,30.96131027,Dréan,36.68333333,7.75,2523179,Algeria,1913-11-07,1913,Villeblevin,48.3253,3.0825,5418251,France,1960-01-04,1960,drean,villeblevin,FALSE,13.25103978,47,1225399,4.473826888,86.774344
199169,Q9294,199169,Ibn_Khaldun,Ibn Khaldun,HISTORIAN,0,M,,FALSE,134,30.94771366,Tunis,36.80638889,10.18166667,57659,Tunisia,1332-05-27,1332,Cairo,30.04444444,31.23583333,6293,Egypt,1406-03-17,1406,tunis,cairo,FALSE,13.2111685,74,431092,4.336467284,86.736237
13700,Q44233,13700,Hesiod,Hesiod,WRITER,0,M,,FALSE,88,30.94162911,Cyme (Aeolis),38.860028,27.059326,9987415,Türkiye,,-800,Ascra,38.327032,23.074249,34320878,Greece,,-700,cyme-aeolis,ascra,FALSE,21.55458,100,209007,2.42840906,86.719184
51255,Q2042,51255,Charles_de_Gaulle,Charles de Gaulle,MILITARY PERSONNEL,0,M,,FALSE,169,30.93637776,Lille,50.6278,3.0583,50116,France,1890-11-22,1890,Colombey-les-Deux-Églises,48.2242,4.8867,712110,France,1970-11-09,1970,lille,colombey-les-deux-eglises,FALSE,10.49011422,80,1414445,5.612194813,86.704466
92550,Q35900,92550,Omar_Khayyam,Omar Khayyam,MATHEMATICIAN,0,M,,FALSE,115,30.93296909,Nishapur,36.20611111,58.79333333,377427,Iran,1048-05-18,1048,Nishapur,36.20611111,58.79333333,377427,Iran,1131-12-04,1131,nishapur,nishapur,FALSE,11.63395244,83,722982,4.215559957,86.694913
58925,Q102139,58925,Margrethe_II_of_Denmark,Margrethe II of Denmark,NOBLEMAN,0,F,,TRUE,100,30.93075322,Amalienborg,55.68402778,12.59333333,1056476,Denmark,1940-04-16,1940,,,,,,,,amalienborg,,FALSE,21.9691878,85,524273,2.300973449,86.688702
2447,Q5685,2447,Anton_Chekhov,Anton Chekhov,WRITER,0,M,,FALSE,168,30.92582774,Taganrog,47.21666667,38.91666667,1288065,Russia,1860-01-29,1860,Badenweiler,47.8,7.66666667,58489,Germany,1904-07-15,1904,taganrog,badenweiler,FALSE,11.41987805,44,1058463,5.744832717,86.674898
147858,Q42323,147858,Pope_Pius_XI,Pope Pius XI,RELIGIOUS FIGURE,0,M,,FALSE,101,30.91926101,Milan,45.46694444,9.19,36511,Italy,1857-05-31,1857,Apostolic Palace,41.90361111,12.45638889,313895,Vatican City,1939-02-10,1939,milan,apostolic-palace,FALSE,12.47693991,82,1402048,3.34794787,86.656494
10073,Q43216,10073,Epicurus,Epicurus,PHILOSOPHER,0,M,,FALSE,95,30.91527063,Samos,37.75,26.83333333,3333684,Greece,0341-02-10 BC,-341,Classical Athens,37.97,23.72,13517898,Greece,0269-01-01 BC,-269,samos,classical-athens,FALSE,15.9269317,72,419680,3.185617271,86.64531
67377,Q36014,67377,Ho_Chi_Minh,Ho Chi Minh,POLITICIAN,0,M,,FALSE,126,30.91488466,"Kim Liên, Nghệ An",18.88333333,105.3166667,3523112,Vietnam,1890-05-19,1890,Hanoi,21,105.85,56667,Vietnam,1969-09-02,1969,kim-lien-nghe-an,hanoi,FALSE,12.95599407,79,1292151,4.441636418,86.644228
21615,Q39978,21615,Nostradamus,Nostradamus,OCCULTIST,0,M,,FALSE,101,30.91298688,Saint-Rémy-de-Provence,43.79,4.8325,91851,France,1503-12-21,1503,Salon-de-Provence,43.6406,5.0972,1087522,France,1566-07-02,1566,saint-remy-de-provence,salon-de-provence,FALSE,11.33568667,63,932509,4.062067577,86.638909
16433,Q43347,16433,Rumi,Rumi,WRITER,0,M,,FALSE,109,30.91260082,Balkh,36.75805556,66.89805556,332847,Afghanistan,1207-09-30,1207,Konya,37.86666667,32.48333333,189954,Türkiye,1273-12-17,1273,balkh,konya,FALSE,10.77056909,66,940861,4.311010956,86.637827
15192,Q671872,15192,Isaac,Isaac,RELIGIOUS FIGURE,0,M,,FALSE,93,30.91020958,Canaan,32,35,50250,Israel,,-1900,Canaan,32,35,50250,,,-1533,canaan,canaan,FALSE,15.41035971,367,489377,3.349630257,86.631125
21476519,Q1523,21476519,Ramesses_II,Ramesses II,NOBLEMAN,0,M,,FALSE,95,30.90894754,,,,,Israel,,-1303,Pi-Ramesses,30.79888889,31.83583333,4057999,Egypt,,-1213,,pi-ramesses,FALSE,12.29550285,90,883590,4.02254168,86.627588
739857,Q7519,739857,Ögedei_Khan,Ögedei Khan,POLITICIAN,0,M,,FALSE,80,30.90587499,,,,,,1185-11-07,1185,,,,,Mongolia,1241-12-11,1241,,,FALSE,19.0145266,56,305275,2.364212997,86.618977
13959,Q36456,13959,Hannibal,Hannibal,POLITICIAN,0,M,,FALSE,114,30.904751,Carthage,36.8528,10.3233,6555,Tunisia,0247-01-01 BC,-247,Libyssa,40.769562,29.539812,3574730,Türkiye,0183-01-01 BC,-183,carthage,libyssa,FALSE,10.9646453,64,932175,4.880101172,86.615827
44240,Q36450,44240,Catherine_the_Great,Catherine the Great,NOBLEMAN,0,F,,FALSE,119,30.8988608,Szczecin,53.4325,14.54805556,28456,Poland,1729-04-21,1729,Winter Palace,59.9404,30.3139,16615604,Russia,,1796,szczecin,winter-palace,FALSE,8.276340982,67,2306668,5.16667529,86.599319
23734,Q1401,23734,Petrarch,Petrarch,WRITER,0,M,,FALSE,109,30.89849822,Arezzo,43.46333333,11.87833333,99189,Italy,1304-07-20,1304,Arquà Petrarca,45.27,11.71833333,2873514,Italy,1374-07-19,1374,arezzo,arqua-petrarca,FALSE,14.68282393,70,420393,3.630577393,86.598302
42620,Q3925,42620,Grace_Kelly,Grace Kelly,ACTOR,0,F,,FALSE,101,30.89531064,Philadelphia,39.95277778,-75.16361111,50585,United States,1929-11-12,1929,Princess Grace Hospital Centre,43.7306,7.4114,48911571,Monaco,1982-09-14,1982,philadelphia,princess-grace-hospital-centre,FALSE,15.32459785,53,1162902,2.865547087,86.589369
58230,Q133337,58230,Solon,Solon,POLITICIAN,0,M,,FALSE,78,30.89527949,Athens,37.98416667,23.72805556,1216,Greece,,-638,Cyprus,35,33,5593,Cyprus,,-558,athens,cyprus,FALSE,22.79224103,80,202882,2.168965799,86.589281
242606,Q161904,242606,Khufu,Khufu,ARCHITECT,0,M,,FALSE,77,30.88738966,Cairo,30.04444444,31.23583333,6293,Egypt,2700-01-01 BC,-2700,,,,,,,-2570,cairo,,FALSE,20.6186639,130,246146,2.115279222,86.567169
40225,Q130586,40225,George_IV_of_the_United_Kingdom,George IV of the United Kingdom,POLITICIAN,0,M,,FALSE,82,30.88562134,St James's Palace,51.50472222,-0.13777778,347356,United Kingdom,1762-08-12,1762,Windsor Castle,51.48333333,-0.60416667,4689517,United Kingdom,1830-06-26,1830,st-jamess-palace,windsor-castle,FALSE,17.42935056,68,564896,2.479321097,86.562213
23727564,Q42034,23727564,Khadija_bint_Khuwaylid,Khadija bint Khuwaylid,COMPANION,0,F,,FALSE,89,30.88451958,Mecca,21.4225,39.82333333,21021,Saudi Arabia,0556-01-01,556,Mecca,21.4225,39.82333333,21021,Saudi Arabia,0619-04-30,619,mecca,mecca,FALSE,14.78082709,63,526603,3.115872693,86.559125
2062,Q47674,2062,Amerigo_Vespucci,Amerigo Vespucci,EXPLORER,0,M,,FALSE,105,30.88218886,Republic of Florence,43.76944444,11.25611111,292676,Italy,1454-03-09,1454,Seville,37.39,-5.99,37770,Spain,1512-02-22,1512,republic-of-florence,seville,FALSE,13.0129652,58,617000,3.947729691,86.552593
26368,Q42305,26368,Richard_I_of_England,Richard I of England,POLITICIAN,0,M,,FALSE,97,30.88148974,Beaumont Palace,51.755,-1.2627,2597176,United Kingdom,1157-09-08,1157,Châlus,45.6558,0.9814,181720,France,1199-04-06,1199,beaumont-palace,chalus,FALSE,11.4718726,42,960137,4.077369192,86.550633
16567,Q9161,16567,Josip_Broz_Tito,Josip Broz Tito,POLITICIAN,0,M,,FALSE,110,30.8740374,Kumrovec,46.08555556,15.67777778,1067464,Croatia,1892-05-07,1892,Ljubljana,46.05138889,14.50611111,42374,Slovenia,1980-05-04,1980,kumrovec,ljubljana,FALSE,15.40821342,88,985161,3.761908183,86.529747
12457406,Q180123,12457406,Fatimah,Fatimah,COMPANION,0,F,,FALSE,92,30.85734677,Mecca,21.4225,39.82333333,21021,Saudi Arabia,0604-07-27,604,Medina,24.47,39.61,36636,Saudi Arabia,0632-08-18,632,mecca,medina,FALSE,12.72451361,28,750704,3.614486935,86.482968
